source_id,source_text,target_id,target_text,type,description
entite_1,revenu net imposable,entite_2,"montant brut des revenus mentionnés aux articles 13, 14 et 14 bis",calculé à partir de,Le revenu net imposable est déterminé en déduisant du montant brut des revenus.
entite_2,"montant brut des revenus mentionnés aux articles 13, 14 et 14 bis",entite_3,"agios et les frais d'encaissement, de tenue de compte ou de garde",déduit par,Les agios et les frais sont déduits du montant brut pour déterminer le revenu net imposable.
entite_4,Article 6 de la loi de finances n° 70 -19 pour l’année budgétaire 2020,entite_5,Article 8 de la loi de finances n° 68 -17 pour l’année budgétaire 2018,référence à,Les articles cités font référence à des lois de finances spécifiques.
entite_6,Articles 7 et 9 des lois de finances n° 43-10 et n° 115 -12 pour les années budgétaires 2011 et 2013,entite_5,Article 8 de la loi de finances n° 68 -17 pour l’année budgétaire 2018,référence à,Les articles cités font référence à des lois de finances spécifiques.
entite_1,profit net de cession,entite_2,prix de cession,calculé à partir de,Le profit net de cession est calculé par référence au prix de cession diminué des frais supportés.
entite_1,profit net de cession,entite_3,prix d'acquisition,calculé à partir de,Le profit net de cession est calculé par référence au prix d'acquisition majoré des frais supportés.
entite_3,prix d'acquisition,entite_4,moins-values,imputable sur,Les moins-values subies au cours d'une année sont imputables sur les plus-values de même nature.
entite_4,moins-values,entite_5,plus-values,reportables sur,Les moins-values qui subsistent en fin d'année sont reportables sur l'année suivante.
entite_4,moins-values,entite_6,plus-values des années suivantes,imputable sur,La moins-value ou le reliquat de la moins-value peut être imputé sur les plus-values des années suivantes.
entite_7,valeurs mobilières et autres titres,entite_8,prix d'acquisition,calculé à partir de,Le prix d'acquisition à considérer pour les titres acquis par héritage est la valeur vénale au jour du décès.
entite_9,valeurs mobilières et autres titres,entite_10,prix d'acquisition,calculé à partir de,"Le prix d'acquisition à considérer pour les titres acquis par donation exonérée est soit le prix d'acquisition de la dernière cession, soit la valeur vénale lors de la dernière mutation par héritage."
entite_11,taxation d’office,entite_12,base d’imposition,déterminée sur la base de,La base d’imposition en cas de taxation d’office est déterminée sur la base des informations dont dispose l’administration.
entite_12,base d’imposition,entite_13,prix de cession,égale à,"En l’absence d’informations, la base d’imposition est égale au prix de cession."
impot_sur_le_revenu,l’impôt sur le revenu,autres_revenus_et_gains,autres revenus et gains,applicable sur,L'impôt sur le revenu s'applique aux autres revenus et gains.
autres_revenus_et_gains,autres revenus et gains,revenus_non_justifies,les revenus évalués dans le cadre de la procédure d’examen de l’ensemble de la situation fiscale des personnes physiques,inclut,Les autres revenus et gains incluent les revenus non justifiés.
autres_revenus_et_gains,autres revenus et gains,gains_jeux_hazard,les gains des jeux de hasard par internet de source étrangère,inclut,Les autres revenus et gains incluent les gains des jeux de hasard.
autres_revenus_et_gains,autres revenus et gains,revenus_divers,les revenus et gains divers provenant des opérations lucratives,inclut,Les autres revenus et gains incluent les revenus divers provenant d'opérations lucratives.
article_22,l’article 22 (1° à 5°),autres_revenus_et_gains,autres revenus et gains,exclut,Les autres revenus et gains ne relèvent pas des catégories visées à l'article 22.
article_216,l’article 216,revenus_non_justifies,les revenus évalués dans le cadre de la procédure d’examen de l’ensemble de la situation fiscale des personnes physiques,prévoit,L'article 216 prévoit l'examen de la situation fiscale des personnes physiques.
lois_de_finances,lois de finances n° 22 -12 et n° 55 -23 pour les années budgétaires 2012 et 2024,article_70_bis,Article 70 bis,référence,L'article 70 bis fait référence aux lois de finances pour les années budgétaires 2012 et 2024.
loi_de_finances_2025,loi de finances n° 60 -24 pour l’année budgétaire 2025,article_70_bis,Article 70 bis,référence,L'article 70 bis fait référence à la loi de finances pour l'année budgétaire 2025.
impot_revenu,L'impôt sur le revenu,contribuable,le contribuable,établi chaque année en raison de,L'impôt sur le revenu est établi chaque année en raison du revenu global acquis par le contribuable.
revenu_global,revenu global acquis par le contribuable,impot_revenu,L'impôt sur le revenu,calculé à partir de,L'impôt sur le revenu est calculé à partir du revenu global acquis par le contribuable.
revenus_salariaux,revenus salariaux et assimilés,impot_revenu,L'impôt est établi,établi au cours de,"Pour les revenus salariaux et assimilés, l'impôt est établi au cours de l'année d'acquisition desdits revenus."
article_22_3,article 22 -3°,revenus_salariaux,revenus salariaux et assimilés,vise,Les revenus salariaux et assimilés sont visés à l'article 22 -3°.
impot_revenu,L'impôt sur le revenu,regularisation,régularisation,sous réserve de,"L'impôt sur le revenu est établi sous réserve de régularisation, le cas échéant, d'après le revenu global."
entite_1,L'impôt est établi au lieu du domicile fiscal du contribuable ou de son principal établissement.,entite_2,domicile fiscal du contribuable,lié à,L'impôt est établi en fonction du domicile fiscal du contribuable.
entite_1,L'impôt est établi au lieu du domicile fiscal du contribuable ou de son principal établissement.,entite_3,principal établissement,lié à,L'impôt est établi en fonction du principal établissement du contribuable.
entite_4,Le contribuable qui n'a pas au Maroc son domicile fiscal est tenu d'en élire un au Maroc.,entite_2,domicile fiscal du contribuable,obligation,Le contribuable doit élire un domicile fiscal au Maroc s'il n'en a pas.
entite_5,Tout changement du domicile fiscal ou du lieu du principal établissement doit être signalé à l'administration fiscale.,entite_6,administration fiscale,notification,Le contribuable doit notifier l'administration fiscale de tout changement de domicile fiscal ou de principal établissement.
entite_5,Tout changement du domicile fiscal ou du lieu du principal établissement doit être signalé à l'administration fiscale.,entite_7,déclaration sur ou d'après un imprimé -modèle établi par l'administration,procédure,Le changement doit être signalé par une déclaration sur un imprimé établi par l'administration.
entite_5,dans les trente (30) jours qui suivent la date du changement.,entite_8,délai de 30 jours,délai,Le contribuable a un délai de 30 jours pour signaler le changement.
entite_9,"A défaut, le contribuable est notifié et imposé à la dernière adresse connue.",entite_2,domicile fiscal du contribuable,conséquence,"Si le contribuable ne signale pas le changement, il est imposé à sa dernière adresse connue."
impot_revenu,l'impôt sur le revenu,tranche_revenu_1,la tranche du revenu allant jusqu'à 40 000 dirhams,exonération,La tranche de revenu jusqu'à 40 000 dirhams est exonérée de l'impôt sur le revenu.
impot_revenu,l'impôt sur le revenu,tranche_revenu_2,10% pour la tranche du revenu allant de 40.001 à 60.000 dirhams,taux,Un taux de 10% est appliqué pour la tranche de revenu entre 40.001 et 60.000 dirhams.
impot_revenu,l'impôt sur le revenu,tranche_revenu_3,20% pour la tranche du revenu allant de 60.001 à 80.000 dirhams,taux,Un taux de 20% est appliqué pour la tranche de revenu entre 60.001 et 80.000 dirhams.
impot_revenu,l'impôt sur le revenu,tranche_revenu_4,30% pour la tranche du revenu allant de 80.001 à 100.000 dirhams,taux,Un taux de 30% est appliqué pour la tranche de revenu entre 80.001 et 100.000 dirhams.
impot_revenu,l'impôt sur le revenu,tranche_revenu_5,34% pour la tranche du revenu allant de 100.001 à 180.000 dirhams,taux,Un taux de 34% est appliqué pour la tranche de revenu entre 100.001 et 180.000 dirhams.
impot_revenu,l'impôt sur le revenu,tranche_revenu_6,37% pour le surplus,taux,Un taux de 37% est appliqué pour le surplus au-delà de 180.000 dirhams.
impot_revenu,l'impôt sur le revenu,taux_specifiques,taux spécifiques,définit,Des taux spécifiques sont également appliqués pour certains types de revenus.
taux_specifiques,taux spécifiques,produits_bruts,10 % pour le montant hors taxe sur la valeur ajoutée des produits bruts,taux,Un taux de 10% est appliqué sur le montant hors taxe des produits bruts.
